0, 497, 0.00
4, 498, 0.00
7, 502, 0.00
11, 501, 0.00
15, 498, 4000.00
19, 498, 0.00
28, 508, 0.00
45, 507, 0.00
60, 506, 0.00
75, 507, 0.00
91, 511, 0.00
107, 514, 0.00
123, 510, 0.00
140, 507, 480.00
158, 509, 0.00
176, 511, 0.00
192, 514, 0.00
208, 517, 0.00
225, 515, 0.00
242, 511, 588.00
261, 507, 0.00
277, 503, 0.00
293, 506, 0.00
311, 507, 0.00
327, 507, 0.00
344, 502, 0.00
360, 499, 0.00
377, 498, 0.00
394, 503, 0.00
410, 506, 0.00
427, 509, 0.00
444, 505, 0.00
460, 503, 0.00
477, 502, 0.00
493, 507, 0.00
510, 509, 0.00
527, 510, 0.00
543, 506, 0.00
560, 503, 0.00
577, 502, 0.00
593, 506, 0.00
610, 509, 0.00
626, 509, 0.00
644, 506, 0.00
660, 503, 0.00
676, 503, 0.00
693, 507, 0.00
710, 512, 0.00
727, 513, 0.00
743, 511, 119.00
761, 513, 0.00
779, 512, 0.00
795, 513, 0.00
812, 515, 0.00
828, 518, 0.00
845, 515, 0.00
862, 511, 504.00
880, 506, 0.00
897, 503, 0.00
914, 506, 0.00
930, 507, 0.00
947, 507, 0.00
963, 503, 0.00
980, 500, 0.00
997, 501, 0.00
1013, 505, 0.00
1031, 507, 0.00
1049, 511, 0.00
1067, 510, 0.00
1084, 509, 0.00
1101, 507, 0.00
1120, 503, 0.00
1137, 502, 0.00
1155, 504, 0.00
1173, 505, 0.00
1190, 507, 0.00
1208, 508, 0.00
1225, 508, 0.00
1244, 505, 0.00
1261, 503, 0.00
1278, 501, 0.00
1296, 502, 0.00
1314, 504, 0.00
1332, 507, 0.00
1349, 512, 0.00
1367, 515, 0.00
1385, 515, 0.00
1402, 513, 0.00
1420, 510, 107.00
1440, 508, 0.00
1458, 507, 0.00
1475, 505, 0.00
1492, 506, 0.00
1511, 505, 0.00
1528, 507, 0.00
1546, 506, 0.00
1563, 504, 0.00
1582, 504, 0.00
1599, 502, 0.00
1616, 502, 0.00
1634, 503, 0.00
1652, 507, 0.00
1670, 509, 0.00
1687, 509, 0.00
1705, 509, 0.00
1723, 505, 0.00
1740, 504, 0.00
1758, 503, 0.00
1776, 502, 0.00
1794, 506, 0.00
1811, 506, 0.00
1828, 509, 0.00
1847, 509, 0.00
1864, 508, 0.00
1882, 506, 0.00
1899, 505, 0.00
1917, 507, 0.00
1935, 510, 0.00
1952, 515, 0.00
1971, 519, 0.00
1988, 522, 0.00
2006, 521, 0.00
2023, 517, 0.00
2041, 514, 96.00
2060, 509, 0.00
2077, 506, 0.00
2095, 503, 0.00
2113, 504, 0.00
2130, 504, 0.00
2148, 505, 0.00
2165, 506, 0.00
2184, 504, 0.00
2201, 505, 0.00
2219, 503, 0.00
2237, 503, 0.00
2254, 504, 0.00
2272, 507, 0.00
2289, 510, 0.00
2308, 510, 0.00
2325, 509, 0.00
2342, 506, 0.00
2360, 504, 0.00
2378, 502, 0.00
2396, 502, 0.00
2413, 505, 0.00
2430, 506, 0.00
2449, 510, 0.00
2466, 511, 0.00
2484, 512, 0.00
2502, 511, 0.00
2520, 512, 0.00
2537, 514, 0.00
2554, 515, 0.00
2573, 518, 0.00
2590, 519, 0.00
2608, 518, 0.00
2625, 517, 0.00
2643, 511, 99.00
2662, 508, 0.00
2679, 504, 0.00
2697, 502, 0.00
2715, 501, 0.00
2733, 504, 0.00
2750, 505, 0.00
2768, 508, 0.00
2786, 510, 0.00
2803, 508, 0.00
2821, 508, 0.00
2839, 505, 0.00
2856, 506, 0.00
2874, 506, 0.00
2891, 509, 0.00
2910, 511, 0.00
2927, 511, 0.00
2945, 509, 0.00
2962, 506, 0.00
2980, 505, 0.00
2998, 504, 0.00
3015, 504, 0.00
3034, 508, 0.00
3051, 509, 0.00
3068, 514, 0.00
3086, 517, 0.00
3104, 519, 0.00
3122, 519, 0.00
3139, 518, 0.00
3156, 517, 0.00
3175, 516, 0.00
3192, 515, 0.00
3210, 515, 0.00
3227, 513, 102.00
3248, 510, 0.00
3265, 509, 0.00
3282, 505, 0.00
3301, 504, 0.00
3318, 502, 0.00
3336, 503, 0.00
3353, 506, 0.00
3372, 507, 0.00
3389, 511, 0.00
3406, 512, 0.00
3424, 511, 0.00
3442, 509, 0.00
3460, 507, 0.00
3477, 506, 0.00
3494, 505, 0.00
3513, 507, 0.00
3530, 508, 0.00
3548, 510, 0.00
3566, 510, 0.00
3584, 507, 0.00
3601, 507, 0.00
3618, 505, 0.00
3637, 505, 0.00
3654, 508, 0.00
3672, 513, 0.00
3689, 518, 0.00
3707, 519, 0.00
3725, 520, 0.00
3742, 518, 0.00
3760, 516, 0.00
3778, 513, 108.00
3798, 511, 0.00
3815, 507, 0.00
3833, 508, 0.00
3851, 506, 0.00
3868, 509, 0.00
3886, 507, 0.00
3904, 506, 0.00
3921, 506, 0.00
3939, 504, 0.00
3956, 505, 0.00
3975, 507, 0.00
3992, 509, 0.00
4009, 511, 0.00
4027, 512, 0.00
4045, 512, 0.00
4063, 508, 0.00
4080, 506, 0.00
4099, 504, 0.00
4116, 504, 0.00
4133, 504, 0.00
4151, 507, 0.00
4169, 508, 0.00
4187, 510, 0.00
4204, 509, 0.00
4221, 507, 0.00
4240, 506, 0.00
4257, 507, 0.00
4275, 510, 0.00
4292, 516, 0.00
4311, 518, 0.00
4328, 521, 0.00
4345, 520, 0.00
4363, 517, 0.00
4381, 514, 99.00
4400, 509, 0.00
4417, 506, 0.00
4435, 504, 0.00
4453, 506, 0.00
4470, 506, 0.00
4488, 509, 0.00
4506, 508, 0.00
4524, 508, 0.00
4541, 507, 0.00
4558, 505, 0.00
4577, 506, 0.00
4594, 507, 0.00
4612, 509, 0.00
4629, 510, 0.00
4647, 511, 0.00
4665, 511, 0.00
4682, 508, 0.00
4701, 506, 0.00
4718, 502, 0.00
4736, 503, 0.00
4753, 504, 0.00
4771, 506, 0.00
4789, 510, 0.00
4806, 511, 0.00
4824, 510, 0.00
4842, 510, 0.00
4859, 509, 0.00
4877, 512, 0.00
4894, 514, 0.00
4913, 518, 0.00
4930, 520, 0.00
4947, 521, 0.00
4966, 520, 0.00
4983, 517, 0.00
5001, 513, 96.00
5019, 508, 0.00
5038, 505, 0.00
5055, 503, 0.00
5072, 505, 0.00
5090, 506, 0.00
5108, 509, 0.00
5126, 509, 0.00
5143, 509, 0.00
5160, 508, 0.00
5179, 506, 0.00
5196, 506, 0.00
5214, 507, 0.00
5232, 509, 0.00
5250, 510, 0.00
5267, 511, 0.00
5284, 510, 0.00
5303, 508, 0.00
5320, 506, 0.00
5338, 503, 0.00
5355, 504, 0.00
5373, 505, 0.00
5391, 507, 0.00
5408, 510, 0.00
5426, 511, 0.00
5444, 511, 0.00
5462, 512, 0.00
5479, 513, 0.00
5497, 515, 0.00
5515, 515, 0.00
5532, 518, 0.00
5550, 517, 0.00
5568, 517, 0.00
5585, 514, 102.00
5605, 511, 0.00
5622, 506, 0.00
5641, 504, 0.00
5658, 501, 0.00
5676, 500, 0.00
5693, 501, 0.00
5711, 505, 0.00
5729, 508, 0.00
5746, 509, 0.00
5765, 511, 0.00
5782, 509, 0.00
5799, 508, 0.00
5817, 507, 0.00
5835, 507, 0.00
5853, 508, 0.00
5870, 507, 0.00
5888, 510, 0.00
5906, 509, 0.00
5923, 508, 0.00
5941, 506, 0.00
5958, 504, 0.00
5977, 504, 0.00
5994, 505, 0.00
6011, 507, 0.00
6030, 509, 0.00
6047, 514, 0.00
6065, 518, 0.00
6082, 517, 0.00
6100, 519, 0.00
6118, 517, 0.00
6135, 516, 0.00
6153, 515, 105.00
6173, 513, 0.00
6191, 512, 0.00
6208, 510, 0.00
6225, 509, 0.00
6244, 506, 0.00
6261, 503, 0.00
6279, 503, 0.00
6297, 503, 0.00
6315, 503, 0.00
6332, 507, 0.00
6349, 509, 0.00
6368, 512, 0.00
6385, 512, 0.00
6403, 511, 0.00
6420, 510, 0.00
6438, 506, 0.00
6456, 505, 0.00
6473, 506, 0.00
6491, 508, 0.00
6509, 508, 0.00
6526, 509, 0.00
6544, 510, 0.00
6562, 507, 0.00
6580, 507, 0.00
6597, 505, 0.00
6615, 506, 0.00
6633, 508, 0.00
6650, 511, 0.00
6668, 516, 0.00
6685, 520, 0.00
6704, 521, 0.00
6721, 520, 0.00
6738, 518, 0.00
6756, 516, 0.00
6774, 513, 96.00
6793, 511, 0.00
6810, 509, 0.00
6829, 508, 0.00
6846, 507, 0.00
6863, 505, 0.00
6881, 504, 0.00
6899, 503, 0.00
6917, 504, 0.00
6934, 505, 0.00
6951, 508, 0.00
6970, 511, 0.00
6987, 514, 0.00
7005, 513, 0.00
7022, 512, 0.00
7041, 509, 0.00
7058, 507, 0.00
7075, 505, 0.00
7094, 505, 0.00
7111, 507, 0.00
7129, 509, 0.00
7146, 509, 0.00
7164, 509, 0.00
7182, 507, 0.00
7199, 506, 0.00
7217, 505, 0.00
7235, 506, 0.00
7252, 508, 0.00
7270, 512, 0.00
7287, 517, 0.00
7306, 521, 0.00
7323, 521, 0.00
7341, 520, 0.00
7358, 518, 0.00
7376, 517, 0.00
7394, 514, 96.00
7412, 511, 0.00
7431, 510, 0.00
7448, 510, 0.00
7465, 508, 0.00
7483, 506, 0.00
7501, 505, 0.00
7519, 504, 0.00
7536, 505, 0.00
7554, 505, 0.00
7572, 510, 0.00
7589, 511, 0.00
7607, 514, 0.00
7624, 512, 0.00
7643, 511, 0.00
7660, 509, 0.00
7677, 506, 0.00
7696, 505, 0.00
7713, 505, 0.00
7731, 506, 0.00
7748, 508, 0.00
7767, 509, 0.00
7784, 510, 0.00
7801, 507, 0.00
7819, 507, 0.00
7837, 506, 0.00
7855, 506, 0.00
7872, 508, 0.00
7889, 511, 0.00
7908, 515, 0.00
7925, 520, 0.00
7943, 520, 0.00
7961, 520, 0.00
7979, 518, 0.00
7996, 517, 0.00
8013, 514, 96.00
8033, 512, 0.00
8050, 510, 0.00
8068, 509, 0.00
8085, 508, 0.00
8103, 506, 0.00
8121, 504, 0.00
8138, 503, 0.00
8156, 504, 0.00
8174, 504, 0.00
8192, 507, 0.00
8209, 508, 0.00
8227, 512, 0.00
8245, 511, 0.00
8262, 510, 0.00
8280, 507, 0.00
8298, 505, 0.00
8315, 505, 0.00
8333, 505, 0.00
8350, 507, 0.00
8369, 508, 0.00
8386, 509, 0.00
8403, 510, 0.00
8421, 507, 0.00
8439, 506, 0.00
8457, 504, 0.00
8474, 505, 0.00
8493, 506, 0.00
8510, 510, 0.00
8527, 514, 0.00
8545, 518, 0.00
8563, 520, 0.00
8581, 520, 0.00
8598, 519, 0.00
8615, 518, 0.00
8634, 516, 0.00
8651, 515, 94.00
8670, 511, 0.00
8687, 510, 0.00
8706, 507, 0.00
8723, 506, 0.00
8740, 504, 0.00
8759, 503, 0.00
8776, 503, 0.00
8794, 504, 0.00
8811, 507, 0.00
8829, 508, 0.00
8847, 512, 0.00
8864, 512, 0.00
8882, 511, 0.00
8900, 509, 0.00
8918, 507, 0.00
8935, 506, 0.00
8952, 507, 0.00
8971, 508, 0.00
8988, 508, 0.00
9006, 509, 0.00
9024, 510, 0.00
9041, 507, 0.00
9059, 506, 0.00
9076, 505, 0.00
9095, 506, 0.00
9112, 507, 0.00
9129, 511, 0.00
9147, 517, 0.00
9165, 520, 0.00
9183, 521, 0.00
9200, 520, 0.00
9218, 518, 0.00
9236, 517, 0.00
9253, 514, 99.00
9272, 511, 0.00
9290, 510, 0.00
9308, 509, 0.00
9325, 506, 0.00
9342, 505, 0.00
9361, 504, 0.00
9378, 504, 0.00
9396, 504, 0.00
9413, 505, 0.00
9432, 508, 0.00
9449, 509, 0.00
9466, 513, 0.00
9484, 512, 0.00
9502, 512, 0.00
9520, 509, 0.00
9537, 507, 0.00
9554, 506, 0.00
9573, 506, 0.00
9590, 508, 0.00
9608, 509, 0.00
9626, 509, 0.00
9644, 510, 0.00
9661, 508, 0.00
9678, 507, 0.00
9697, 506, 0.00
9714, 507, 0.00
9732, 510, 0.00
9749, 513, 0.00
9767, 519, 0.00
9785, 522, 0.00
9802, 523, 0.00
9820, 522, 0.00
9838, 520, 0.00
9856, 517, 0.00
9873, 514, 96.00
9892, 510, 0.00
9910, 509, 0.00
9927, 507, 0.00
9945, 506, 0.00
9963, 505, 0.00
9980, 503, 0.00
9998, 505, 0.00
10015, 505, 0.00
10035, 505, 0.00
10053, 506, 0.00
10072, 507, 0.00
10091, 510, 0.00
10109, 510, 0.00
10128, 509, 0.00
10146, 510, 0.00
10166, 509, 0.00
10184, 509, 0.00
10203, 509, 0.00
10222, 508, 0.00
10241, 506, 0.00
10259, 507, 0.00
10277, 506, 0.00
10297, 506, 0.00
10315, 507, 0.00
10334, 507, 0.00
10352, 510, 0.00
10372, 513, 0.00
10390, 518, 0.00
10408, 520, 0.00
10428, 522, 0.00
10446, 521, 0.00
10465, 519, 0.00
10483, 518, 0.00
10503, 514, 95.00
10522, 511, 0.00
10541, 506, 0.00
10560, 503, 0.00
10578, 503, 0.00
10597, 501, 0.00
10615, 502, 0.00
10635, 504, 0.00
10653, 505, 0.00
10672, 507, 0.00
10691, 509, 0.00
10710, 509, 0.00
10728, 510, 0.00
10746, 510, 0.00
10766, 510, 0.00
10784, 509, 0.00
10803, 509, 0.00
10822, 507, 0.00
10841, 505, 0.00
10859, 506, 0.00
10877, 506, 0.00
10897, 505, 0.00
10915, 506, 0.00
10934, 506, 0.00
10952, 506, 0.00
10972, 508, 0.00
10990, 512, 0.00
11009, 515, 0.00
11028, 519, 0.00
11046, 522, 0.00
11065, 523, 0.00
11083, 522, 0.00
11103, 520, 0.00
11121, 517, 0.00
11140, 511, 94.00
11160, 508, 0.00
11179, 506, 0.00
11197, 502, 0.00
11215, 500, 0.00
11235, 502, 0.00
11253, 503, 0.00
11272, 506, 0.00
11291, 508, 0.00
11310, 510, 0.00
11328, 510, 0.00
11346, 511, 0.00
11366, 512, 0.00
11384, 510, 0.00
11403, 510, 0.00
11422, 508, 0.00
11441, 506, 0.00
11459, 506, 0.00
11478, 506, 0.00
11497, 506, 0.00
11515, 505, 0.00
11534, 505, 0.00
11553, 505, 0.00
11572, 506, 0.00
11590, 509, 0.00
11609, 510, 0.00
11628, 512, 0.00
11646, 517, 0.00
11665, 520, 0.00
11683, 521, 0.00
11703, 522, 0.00
11721, 520, 0.00
11740, 517, 0.00
11759, 513, 96.00
11779, 511, 0.00
11797, 507, 0.00
11815, 504, 0.00
11835, 503, 0.00
11853, 502, 0.00
11872, 503, 0.00
11891, 505, 0.00
11910, 508, 0.00
11928, 509, 0.00
11947, 511, 0.00
11966, 512, 0.00
11984, 511, 0.00
12003, 511, 0.00
12022, 510, 0.00
12041, 508, 0.00
12059, 507, 0.00
12078, 507, 0.00
12097, 505, 0.00
12115, 504, 0.00
12134, 505, 0.00
12153, 505, 0.00
12172, 506, 0.00
12190, 508, 0.00
12209, 509, 0.00
12228, 509, 0.00
12247, 512, 0.00
12265, 516, 0.00
12283, 517, 0.00
12303, 520, 0.00
12321, 520, 0.00
12340, 518, 0.00
12359, 517, 0.00
12378, 515, 96.00
12397, 512, 0.00
12416, 507, 0.00
12435, 503, 0.00
12453, 501, 0.00
12472, 501, 0.00
12491, 501, 0.00
12510, 505, 0.00
12528, 506, 0.00
12547, 508, 0.00
12566, 510, 0.00
12584, 511, 0.00
12603, 512, 0.00
12622, 512, 0.00
12641, 511, 0.00
12659, 508, 0.00
12678, 509, 0.00
12697, 507, 0.00
12716, 506, 0.00
12734, 506, 0.00
12753, 504, 0.00
12772, 505, 0.00
12790, 505, 0.00
12809, 507, 0.00
12828, 507, 0.00
12847, 510, 0.00
12865, 513, 0.00
12884, 514, 0.00
12903, 518, 0.00
12921, 519, 0.00
12940, 519, 0.00
12959, 518, 0.00
12978, 518, 0.00
12996, 513, 97.00
13016, 511, 0.00
13035, 507, 0.00
13053, 505, 0.00
13072, 503, 0.00
13091, 503, 0.00
13110, 505, 0.00
13128, 507, 0.00
13147, 508, 0.00
13166, 509, 0.00
13185, 511, 0.00
13203, 512, 0.00
13222, 512, 0.00
13241, 511, 0.00
13259, 509, 0.00
13278, 508, 0.00
13297, 508, 0.00
13316, 505, 0.00
13334, 505, 0.00
13353, 505, 0.00
13372, 505, 0.00
13390, 505, 0.00
13409, 507, 0.00
13428, 507, 0.00
13447, 509, 0.00
13465, 512, 0.00
13485, 516, 0.00
13503, 520, 0.00
13521, 522, 0.00
13540, 523, 0.00
13559, 521, 0.00
13578, 520, 0.00
13596, 517, 0.00
13615, 514, 96.00
13635, 509, 0.00
13654, 507, 0.00
13672, 504, 0.00
13691, 503, 0.00
13710, 504, 0.00
13728, 505, 0.00
13747, 506, 0.00
13766, 509, 0.00
13785, 512, 0.00
13803, 511, 0.00
13822, 512, 0.00
13841, 511, 0.00
13859, 509, 0.00
13878, 509, 0.00
13897, 508, 0.00
13916, 506, 0.00
13934, 505, 0.00
13954, 505, 0.00
13972, 505, 0.00
13990, 506, 0.00
14009, 508, 0.00
14028, 508, 0.00
14047, 510, 0.00
14065, 512, 0.00
14085, 514, 0.00
14103, 518, 0.00
14121, 521, 0.00
14140, 522, 0.00
14159, 520, 0.00
14178, 519, 0.00
14196, 518, 0.00
14216, 514, 99.00
14235, 510, 0.00
14254, 508, 0.00
14272, 504, 0.00
14291, 502, 0.00
14310, 502, 0.00
14328, 504, 0.00
14347, 505, 0.00
14366, 507, 0.00
14385, 509, 0.00
14403, 511, 0.00
14423, 512, 0.00
14441, 512, 0.00
14459, 511, 0.00
14478, 510, 0.00
14497, 509, 0.00
14516, 507, 0.00
14534, 506, 0.00
14554, 507, 0.00
14572, 506, 0.00
14590, 506, 0.00
14609, 508, 0.00
14628, 508, 0.00
14647, 508, 0.00
14665, 510, 0.00
14685, 514, 0.00
14703, 514, 0.00
14722, 517, 0.00
14740, 521, 0.00
14759, 521, 0.00
14778, 522, 0.00
14796, 519, 0.00
14816, 516, 100.00
14836, 514, 0.00
14855, 510, 0.00
14873, 507, 0.00
14893, 503, 0.00
14911, 502, 0.00
14929, 502, 0.00
14949, 504, 0.00
14967, 506, 0.00
14986, 508, 0.00
15004, 511, 0.00
15024, 511, 0.00
15042, 512, 0.00
15060, 511, 0.00
15079, 511, 0.00
15098, 508, 0.00
15117, 508, 0.00
15135, 507, 0.00
15155, 505, 0.00
15173, 506, 0.00
15192, 505, 0.00
15210, 505, 0.00
15229, 506, 0.00
15248, 508, 0.00
15266, 508, 0.00
15286, 510, 0.00
15304, 512, 0.00
15323, 514, 0.00
15341, 517, 0.00
15361, 520, 0.00
15379, 520, 0.00
15397, 520, 0.00
15417, 520, 0.00
15435, 516, 96.00
15455, 513, 0.00
15473, 510, 0.00
15493, 507, 0.00
15511, 504, 0.00
15529, 502, 0.00
15549, 504, 0.00
15567, 504, 0.00
15586, 505, 0.00
15604, 509, 0.00
15624, 510, 0.00
15642, 512, 0.00
15661, 511, 0.00
15680, 511, 0.00
15698, 509, 0.00
15717, 508, 0.00
15735, 508, 0.00
15755, 505, 0.00
15773, 505, 0.00
15792, 504, 0.00
15810, 505, 0.00
15830, 505, 0.00
15848, 507, 0.00
15866, 508, 0.00
15886, 509, 0.00
15904, 510, 0.00
15923, 511, 0.00
15941, 513, 0.00
15961, 516, 0.00
15979, 519, 0.00
15997, 520, 0.00
16017, 520, 0.00
16035, 519, 0.00
16054, 517, 0.00
16072, 515, 94.00
16093, 511, 0.00
16111, 508, 0.00
16130, 506, 0.00
16149, 505, 0.00
16167, 504, 0.00
16186, 505, 0.00
16204, 508, 0.00
16224, 510, 0.00
16242, 511, 0.00
16261, 512, 0.00
16280, 512, 0.00
16299, 510, 0.00
16317, 510, 0.00
16335, 509, 0.00
16355, 508, 0.00
16373, 507, 0.00
16392, 506, 0.00
16410, 506, 0.00
16430, 506, 0.00
16448, 507, 0.00
16466, 508, 0.00
16486, 508, 0.00
16504, 510, 0.00
16523, 511, 0.00
16541, 512, 0.00
16561, 514, 0.00
16579, 516, 0.00
16598, 516, 0.00
16617, 519, 0.00
16635, 519, 0.00
16654, 516, 103.00
16674, 515, 0.00
16694, 512, 0.00
16712, 509, 0.00
16731, 505, 0.00
16750, 503, 0.00
16769, 503, 0.00
16787, 504, 0.00
16805, 503, 0.00
16825, 507, 0.00
16843, 510, 0.00
16862, 509, 0.00
16881, 510, 0.00
16900, 510, 0.00
16918, 509, 0.00
16936, 508, 0.00
16956, 509, 0.00
16974, 508, 0.00
16993, 506, 0.00
17012, 505, 0.00
17031, 505, 0.00
17049, 506, 0.00
17068, 507, 0.00
17087, 507, 0.00
